,entrophy,age,fix,ld,lt,rexp
52,0.12232159475465453,0.049667724196277185,0.05999079949238555,0.10717026226734348,0.15447134094754514,0.06257497884940665
53,0.1130199394939489,0.04616157865786538,0.07990085258525768,0.07921080858085856,0.1336827557755786,0.04329854235423517
54,0.1314939316963031,0.03563900649167333,0.10317880327406076,0.06980863674851814,0.15967668642393348,0.02347840812870459
55,0.10176689063083233,0.03636431504292648,0.1252779022023136,0.06527696901828993,0.16962747293766475,0.013467711832773498
56,0.07383353985956148,0.028663981825691635,0.051799876084263036,0.07447748864105758,0.12519578686493113,0.05673275505989289
57,0.09032401263822984,0.032024802527646154,0.031420853080568516,0.07194533965244874,0.12165829383886138,0.05438878357029941
58,0.1166652117685085,0.0353402845134173,0.04045619139993495,0.07887116068541865,0.11358810216618298,0.034224862592951766
59,0.1211591760299624,0.03333071161048709,0.05767453183520605,0.08364475655430754,0.08864981273408234,0.036016666666666426
60,0.12048627844712179,0.045592369477912065,0.04136596385542146,0.11667469879517986,0.09053865461847385,0.023952476572958573
61,0.12227678571428467,0.061430555555556085,0.031007275132275476,0.10037681878306841,0.17642592592592501,0.03812119708994703
62,0.09984197845805043,0.058552579365078905,0.04837103174603161,0.07884226190476155,0.2510739795918351,0.04235388321995441
63,0.12121792763157938,0.058113760964912546,0.05455002741228017,0.08110540021929773,0.19603467653508586,0.05217859100877127
64,0.11528661365142504,0.050770709078860256,0.07858996023856867,0.08605765407554662,0.15068903247183568,0.023878064943671083
65,0.10646704154951629,0.04343955014058072,0.09420727897532004,0.11332114964073776,0.15333395813808304,0.02231130896594806
66,0.09247668308702767,0.04452019704433466,0.05973021346469561,0.12483809523809593,0.19895238095237985,0.03364006568144492
67,0.09943566904196385,0.051188044338875346,0.05838895486935873,0.09300692794932677,0.20580126682501937,0.03832838479809985
68,0.11294021739130437,0.03654468599033826,0.05806582125603871,0.12884631642512012,0.09783967391304282,0.037165458937198026
69,0.058650759219089375,0.011447577729573446,0.011888647866955915,0.06475054229934897,0.04355206073752723,0.011643890093998455
70,0.026408354646206337,0.008129582267689709,0.0186167945439045,0.018226768968456993,0.05849104859335026,0.004210144927536231
